,bathroomcnt,bedroomcnt,fips,garagecarcnt,yearbuilt,lotsizesquarefeet,taxvaluedollarcnt,transactiondate
3773,1.0,3.0,6037.0,,1952.0,5279.0,244982.0,2017-01-26
3774,2.0,2.0,6037.0,,1948.0,9139.0,622500.0,2017-01-26
3775,3.0,4.0,6037.0,,1988.0,17388.0,1368058.0,2017-01-26
3776,4.0,5.0,6037.0,,1962.0,9731.0,148451.0,2017-01-26
3777,2.0,2.0,6059.0,2.0,1977.0,1692.0,198948.0,2017-01-26
3778,1.0,4.0,6037.0,,1923.0,2777.0,306867.0,2017-01-26
3779,3.0,5.0,6059.0,2.0,1998.0,4675.0,765609.0,2017-01-26
3780,2.0,4.0,6059.0,1.0,1964.0,7215.0,225935.0,2017-01-26
3781,4.0,4.0,6037.0,,1962.0,7591.0,2001098.0,2017-01-26
3782,2.0,2.0,6037.0,,1952.0,6200.0,611718.0,2017-01-26
3783,2.0,2.0,6037.0,,1927.0,5352.0,269041.0,2017-01-26
3784,3.0,4.0,6059.0,2.0,1956.0,5977.0,559188.0,2017-01-26
3785,2.0,3.0,6037.0,,2002.0,9134.0,379329.0,2017-01-26
3786,3.5,6.0,6059.0,2.0,1968.0,8175.0,815000.0,2017-01-26
3787,1.0,2.0,6037.0,,1926.0,7420.0,54423.0,2017-01-26
3788,2.0,4.0,6059.0,2.0,1963.0,6000.0,65713.0,2017-01-26
3789,2.0,3.0,6037.0,,1973.0,11296.0,222638.0,2017-01-26
3790,1.0,3.0,6037.0,,1945.0,5894.0,252369.0,2017-01-26
3791,1.0,2.0,6037.0,,1925.0,1817.0,151513.0,2017-01-26
3792,1.0,2.0,6037.0,,1928.0,5631.0,161375.0,2017-01-26
3793,2.0,3.0,6037.0,,1961.0,11951.0,411270.0,2017-01-26
3794,2.0,2.0,6059.0,2.0,1984.0,3120.0,546000.0,2017-01-26
3795,1.0,3.0,6037.0,,1921.0,6313.0,30212.0,2017-01-26
3796,3.0,4.0,6037.0,,1960.0,6048.0,389609.0,2017-01-26
3797,2.0,3.0,6059.0,2.0,1955.0,8148.0,65739.0,2017-01-26
3798,1.0,3.0,6037.0,,1970.0,6881.0,112545.0,2017-01-26
3799,2.5,4.0,6059.0,2.0,1980.0,10000.0,899000.0,2017-01-26
3800,1.0,3.0,6037.0,,1951.0,5949.0,318310.0,2017-01-26
3801,1.0,3.0,6037.0,,1951.0,6275.0,478000.0,2017-01-26
3802,2.0,4.0,6059.0,2.0,2012.0,6200.0,558271.0,2017-01-26
3803,1.0,2.0,6037.0,,1952.0,20874.0,96420.0,2017-01-26
3804,2.0,3.0,6059.0,2.0,1956.0,7416.0,305739.0,2017-01-26
3805,2.0,3.0,6037.0,,1946.0,6007.0,80220.0,2017-01-26
3806,3.0,4.0,6037.0,,1965.0,9722.0,131679.0,2017-01-26
3807,1.0,2.0,6037.0,,1949.0,8386.0,385000.0,2017-01-26
3808,2.5,4.0,6059.0,2.0,1968.0,4250.0,837581.0,2017-01-26
3809,1.0,1.0,6037.0,,1948.0,6215.0,416252.0,2017-01-26
3810,2.0,3.0,6059.0,2.0,1976.0,2642.0,168728.0,2017-01-26
3811,2.0,3.0,6037.0,,1954.0,10204.0,950166.0,2017-01-26
3812,2.0,3.0,6037.0,,1953.0,7560.0,150573.0,2017-01-26
3813,2.0,4.0,6037.0,,1983.0,7253.0,95491.0,2017-01-26
3814,3.0,2.0,6037.0,,1960.0,14477.0,94600.0,2017-01-26
3815,2.0,2.0,6037.0,,1941.0,11530.0,738000.0,2017-01-26
3816,3.0,3.0,6037.0,,1988.0,8301.0,221602.0,2017-01-26
3817,3.0,4.0,6037.0,,1970.0,16705.0,845646.0,2017-01-26
3818,4.5,4.0,6059.0,3.0,2001.0,20027.0,1525775.0,2017-01-26
3819,3.0,4.0,6037.0,,1991.0,7512.0,304575.0,2017-01-26
3820,2.0,2.0,6037.0,,1942.0,6051.0,455485.0,2017-01-26
3821,1.0,3.0,6059.0,1.0,1953.0,6003.0,39536.0,2017-01-26
3822,1.0,2.0,6037.0,,1913.0,19767.0,240000.0,2017-01-26
3823,2.0,3.0,6037.0,,1952.0,6179.0,426404.0,2017-01-26
3824,2.0,2.0,6037.0,,1935.0,4524.0,362554.0,2017-01-26
3825,2.0,3.0,6059.0,2.0,1972.0,5000.0,225590.0,2017-01-26
3826,2.0,4.0,6037.0,,2005.0,7978.0,255000.0,2017-01-26
3827,3.0,4.0,6037.0,,1980.0,56632.0,1043014.0,2017-01-26
3828,1.0,2.0,6059.0,,1947.0,3750.0,31802.0,2017-01-26
3829,2.0,3.0,6037.0,,1955.0,6047.0,381636.0,2017-01-26
3830,2.0,3.0,6059.0,2.0,1955.0,8400.0,167399.0,2017-01-26
3831,2.0,3.0,6037.0,,1987.0,6776.0,151804.0,2017-01-26
3832,2.0,3.0,6037.0,,1949.0,5208.0,305307.0,2017-01-26
3833,3.0,4.0,6037.0,,2004.0,6633.0,269000.0,2017-01-26
3834,2.0,3.0,6037.0,,1974.0,7007.0,139107.0,2017-01-26
3835,3.0,4.0,6037.0,,1979.0,7566.0,406791.0,2017-01-26
3836,2.0,4.0,6037.0,,1973.0,6291.0,121038.0,2017-01-26
3837,1.0,2.0,6037.0,,1941.0,6079.0,74060.0,2017-01-26
3838,2.0,2.0,6037.0,,1985.0,9408.0,352348.0,2017-01-26
3839,2.5,3.0,6059.0,2.0,1993.0,5700.0,350314.0,2017-01-26
3840,2.0,4.0,6037.0,,1973.0,5712.0,139088.0,2017-01-26
3841,1.5,2.0,6059.0,,1964.0,540.0,113293.0,2017-01-26
3842,3.0,5.0,6037.0,,2000.0,6388.0,600607.0,2017-01-26
3843,1.0,2.0,6037.0,,1942.0,4800.0,39509.0,2017-01-26
3844,2.0,3.0,6037.0,,1964.0,7797.0,429000.0,2017-01-26
3845,2.0,3.0,6059.0,2.0,1976.0,5781.0,397998.0,2017-01-26
3846,2.0,3.0,6037.0,,1942.0,6251.0,320156.0,2017-01-26
3847,3.0,3.0,6037.0,,1967.0,41648.0,1009000.0,2017-01-26
3848,1.5,3.0,6059.0,1.0,1954.0,6180.0,366057.0,2017-01-26
3849,6.0,5.0,6059.0,3.0,2006.0,8448.0,3705662.0,2017-01-26
3850,1.0,3.0,6037.0,,1921.0,7496.0,314727.0,2017-01-26
3851,2.0,3.0,6037.0,,1955.0,7146.0,208797.0,2017-01-26
3852,1.0,2.0,6037.0,,1941.0,7000.0,489372.0,2017-01-26
3853,2.0,3.0,6059.0,2.0,1968.0,4233.0,70305.0,2017-01-26
3854,1.0,2.0,6037.0,,1909.0,4998.0,142174.0,2017-01-26
3855,2.0,4.0,6037.0,,1995.0,14988.0,1908213.0,2017-01-26
3856,2.0,4.0,6059.0,1.0,1954.0,6600.0,491000.0,2017-01-26
3857,2.0,3.0,6037.0,,1956.0,7600.0,401500.0,2017-01-26
3858,4.0,5.0,6059.0,2.0,1933.0,3150.0,379521.0,2017-01-26
3859,2.0,4.0,6037.0,,1955.0,5996.0,37025.0,2017-01-26
3860,1.0,2.0,6037.0,,1942.0,7418.0,40752.0,2017-01-26
3861,1.0,3.0,6037.0,,1921.0,3313.0,20452.0,2017-01-26
3862,2.0,3.0,6037.0,,1962.0,7507.0,431480.0,2017-01-26
3863,2.0,3.0,6037.0,,1963.0,7593.0,355186.0,2017-01-26
3864,3.0,3.0,6037.0,,1951.0,7126.0,1675162.0,2017-01-26
3865,1.0,2.0,6037.0,,1922.0,7960.0,102577.0,2017-01-26
3866,2.0,2.0,6037.0,,1923.0,4375.0,365307.0,2017-01-26
3867,2.5,3.0,6059.0,2.0,1974.0,6200.0,420079.0,2017-01-26
3868,2.0,4.0,6059.0,2.0,1965.0,7910.0,332152.0,2017-01-26
3869,2.0,3.0,6037.0,,1937.0,7791.0,89624.0,2017-01-26
3870,3.5,4.0,6059.0,3.0,2000.0,38158.0,1417530.0,2017-01-26
3871,2.0,3.0,6037.0,,1978.0,4887.0,434000.0,2017-01-26
3872,1.0,3.0,6037.0,,1922.0,6504.0,155810.0,2017-01-26
3873,3.0,4.0,6037.0,,2001.0,5668.0,250410.0,2017-01-26
3874,3.5,4.0,6059.0,3.0,1965.0,10224.0,391606.0,2017-01-26
3875,3.0,5.0,6037.0,,2002.0,6196.0,207939.0,2017-01-26
3876,2.0,3.0,6037.0,,1950.0,6481.0,733000.0,2017-01-26
3877,2.5,3.0,6059.0,2.0,1997.0,3532.0,295183.0,2017-01-26
3878,1.0,1.0,6059.0,,1938.0,6000.0,326030.0,2017-01-26
3879,1.0,2.0,6037.0,,1948.0,6245.0,352000.0,2017-01-26
3880,1.0,2.0,6037.0,,1946.0,7510.0,1227476.0,2017-01-26
3881,2.0,3.0,6037.0,,1962.0,14227.0,621951.0,2017-01-26
3882,3.0,3.0,6037.0,,1990.0,14232.0,375605.0,2017-01-26
3883,1.0,2.0,6037.0,,1947.0,4604.0,373611.0,2017-01-26
3884,1.0,3.0,6037.0,,1923.0,4682.0,395500.0,2017-01-26
3885,2.0,3.0,6037.0,,1985.0,2403.0,252000.0,2017-01-26
3886,2.0,4.0,6037.0,,1964.0,4887.0,115430.0,2017-01-26
3887,3.0,3.0,6037.0,,1950.0,7376.0,739413.0,2017-01-26
3888,1.0,3.0,6037.0,,1924.0,4188.0,234434.0,2017-01-26
3889,2.0,4.0,6059.0,1.0,1955.0,7535.0,429746.0,2017-01-26
3890,2.0,3.0,6037.0,,1954.0,6115.0,300303.0,2017-01-26
3891,2.0,3.0,6037.0,,1981.0,3829.0,282591.0,2017-01-26
3892,4.5,4.0,6059.0,3.0,1973.0,20250.0,387859.0,2017-01-26
3893,2.0,3.0,6037.0,,1929.0,11249.0,188394.0,2017-01-26
3894,3.0,3.0,6037.0,,1948.0,6679.0,1116775.0,2017-01-26
3895,2.0,3.0,6037.0,,1950.0,7042.0,275974.0,2017-01-26
3896,2.0,3.0,6111.0,2.0,1978.0,5022.0,478634.0,2017-01-26
3897,3.0,5.0,6037.0,,1947.0,8100.0,618000.0,2017-01-26
3898,2.0,3.0,6037.0,,1956.0,7152.0,74980.0,2017-01-26
3899,2.0,3.0,6037.0,,1957.0,5248.0,440617.0,2017-01-26
3900,1.5,4.0,6111.0,2.0,1969.0,20000.0,640289.0,2017-01-26
3901,3.0,5.0,6111.0,2.0,1986.0,8380.0,614336.0,2017-01-26
3902,2.0,4.0,6111.0,2.0,1964.0,7000.0,368232.0,2017-01-26
3903,2.0,4.0,6111.0,2.0,1997.0,6734.0,610000.0,2017-01-26
3904,3.0,3.0,6037.0,,1968.0,18459.0,928935.0,2017-01-26
3905,2.0,2.0,6037.0,,1966.0,34577.0,143119.0,2017-01-26
3906,2.0,4.0,6037.0,,1965.0,20347.0,802000.0,2017-01-26
3907,3.5,4.0,6111.0,2.0,2014.0,9968.0,600051.0,2017-01-26
3908,2.0,3.0,6111.0,1.0,1955.0,5600.0,451456.0,2017-01-26
3909,2.0,2.0,6111.0,2.0,2014.0,7500.0,812200.0,2017-01-26
3910,3.0,4.0,6037.0,,1953.0,6854.0,383440.0,2017-01-26
3911,2.0,3.0,6037.0,,1948.0,7803.0,427534.0,2017-01-26
3912,2.0,3.0,6111.0,1.0,1961.0,6300.0,357276.0,2017-01-26
3913,2.0,4.0,6111.0,1.0,1962.0,10000.0,442000.0,2017-01-26
3914,2.0,4.0,6111.0,2.0,1973.0,7703.0,415986.0,2017-01-26
3915,1.0,3.0,6037.0,,1950.0,8505.0,79496.0,2017-01-26
3916,2.0,3.0,6037.0,,1962.0,11008.0,790000.0,2017-01-26
3917,2.0,3.0,6037.0,,1956.0,6575.0,263302.0,2017-01-26
3918,2.0,3.0,6111.0,2.0,1987.0,7267.0,297083.0,2017-01-26
3919,2.0,4.0,6037.0,,1950.0,7712.0,371362.0,2017-01-26
3920,3.0,3.0,6037.0,,1950.0,8194.0,568899.0,2017-01-26
3921,2.0,4.0,6111.0,2.0,1980.0,10001.0,555358.0,2017-01-26
3922,2.0,4.0,6111.0,2.0,1962.0,12630.0,282815.0,2017-01-26
3923,5.0,5.0,6037.0,,1971.0,13956.0,204915.0,2017-01-26
3924,2.0,3.0,6037.0,,1958.0,7483.0,381864.0,2017-01-26
3925,2.0,4.0,6111.0,2.0,1980.0,6534.0,320900.0,2017-01-26
3926,3.0,5.0,6111.0,2.0,1976.0,6690.0,842587.0,2017-01-26
3927,2.5,3.0,6111.0,2.0,1982.0,8721.0,569000.0,2017-01-26
3928,2.5,4.0,6059.0,2.0,1966.0,6136.0,797361.0,2017-01-26
3929,3.0,4.0,6037.0,,1976.0,10971.0,683382.0,2017-01-26
3930,5.5,6.0,6111.0,2.0,2001.0,7266.0,898236.0,2017-01-26
3931,3.0,4.0,6037.0,,1981.0,10971.0,367788.0,2017-01-26
3932,4.0,4.0,6037.0,,2007.0,7480.0,750198.0,2017-01-26
3933,5.5,4.0,6111.0,2.0,2007.0,16760.0,1484000.0,2017-01-26
3934,4.0,4.0,6037.0,,1960.0,7452.0,1216752.0,2017-01-26
3935,5.0,5.0,6037.0,,1955.0,12489.0,1089237.0,2017-01-27
3936,1.0,2.0,6037.0,,1942.0,6323.0,271949.0,2017-01-27
3937,2.0,3.0,6037.0,,1948.0,7394.0,55253.0,2017-01-27
3938,2.0,3.0,6037.0,,1958.0,7443.0,70980.0,2017-01-27
3939,2.0,3.0,6037.0,,1926.0,6048.0,666913.0,2017-01-27
3940,3.0,3.0,6037.0,,1952.0,6431.0,195850.0,2017-01-27
3941,2.0,3.0,6037.0,,1988.0,7156.0,264359.0,2017-01-27
3942,2.0,3.0,6037.0,,1953.0,7870.0,349078.0,2017-01-27
3943,3.0,3.0,6059.0,2.0,1994.0,10800.0,1029000.0,2017-01-27
3944,1.0,2.0,6037.0,,1940.0,6485.0,114085.0,2017-01-27
3945,1.0,3.0,6037.0,,1950.0,5831.0,357099.0,2017-01-27
3946,1.0,3.0,6037.0,,1949.0,6849.0,60642.0,2017-01-27
3947,2.0,5.0,6059.0,2.0,1908.0,15028.0,1341145.0,2017-01-27
3948,2.0,3.0,6037.0,,1952.0,6379.0,529000.0,2017-01-27
3949,2.0,3.0,6037.0,,1989.0,5250.0,602509.0,2017-01-27
3950,2.0,4.0,6037.0,,1885.0,7157.0,458000.0,2017-01-27
3951,1.0,2.0,6037.0,,1924.0,5637.0,234891.0,2017-01-27
3952,3.0,5.0,6037.0,,1942.0,12800.0,922284.0,2017-01-27
3953,3.0,2.0,6059.0,2.0,1985.0,22815.0,846891.0,2017-01-27
3954,2.5,5.0,6111.0,2.0,1980.0,9050.0,511179.0,2017-01-27
3955,2.0,3.0,6059.0,2.0,1973.0,5200.0,101149.0,2017-01-27
3956,1.0,3.0,6037.0,,1950.0,5771.0,209651.0,2017-01-27
3957,3.0,3.0,6037.0,,1983.0,6691.0,305178.0,2017-01-27
3958,2.0,3.0,6037.0,,1959.0,10233.0,409260.0,2017-01-27
3959,2.0,3.0,6037.0,,1924.0,4339.0,233876.0,2017-01-27
3960,3.0,3.0,6037.0,,1955.0,8747.0,380726.0,2017-01-27
3961,1.0,2.0,6059.0,1.0,1923.0,6348.0,216731.0,2017-01-27
3962,3.0,3.0,6037.0,,1954.0,6768.0,442000.0,2017-01-27
3963,1.0,3.0,6059.0,1.0,1958.0,6750.0,302684.0,2017-01-27
3964,2.0,4.0,6037.0,,1930.0,7800.0,184065.0,2017-01-27
3965,5.0,4.0,6037.0,,1922.0,9900.0,849796.0,2017-01-27
3966,3.0,5.0,6059.0,2.0,1979.0,6000.0,430395.0,2017-01-27
3967,2.5,2.0,6059.0,2.0,1989.0,1820.0,330070.0,2017-01-27
3968,1.0,1.0,6037.0,,1946.0,8863.0,238357.0,2017-01-27
3969,2.0,4.0,6037.0,,1970.0,6652.0,325629.0,2017-01-27
3970,2.0,4.0,6059.0,2.0,1955.0,8520.0,146764.0,2017-01-27
3971,1.0,2.0,6037.0,,1943.0,6482.0,68087.0,2017-01-27
3972,3.0,4.0,6037.0,,1977.0,7048.0,237802.0,2017-01-27
3973,3.0,4.0,6037.0,,2006.0,9232.0,248017.0,2017-01-27
3974,3.0,3.0,6037.0,,1980.0,,701500.0,2017-01-27
3975,4.0,5.0,6037.0,,2001.0,23227.0,806897.0,2017-01-27
3976,3.0,4.0,6037.0,,1992.0,6096.0,229576.0,2017-01-27
3977,2.0,2.0,6059.0,1.0,1955.0,7875.0,535370.0,2017-01-27
3978,2.0,3.0,6037.0,,1954.0,6012.0,199658.0,2017-01-27
3979,4.0,4.0,6037.0,,1994.0,13328.0,864723.0,2017-01-27
3980,2.0,4.0,6059.0,2.0,1959.0,6200.0,62880.0,2017-01-27
3981,1.0,2.0,6037.0,,1951.0,5776.0,256603.0,2017-01-27
3982,2.0,3.0,6037.0,,1964.0,5006.0,84041.0,2017-01-27
3983,1.0,2.0,6037.0,,1940.0,10031.0,84238.0,2017-01-27
3984,1.0,3.0,6037.0,,1922.0,5928.0,254328.0,2017-01-27
3985,2.0,3.0,6059.0,2.0,1976.0,6774.0,196483.0,2017-01-27
3986,2.0,3.0,6059.0,2.0,1976.0,6774.0,196483.0,2017-05-19
3987,2.0,5.0,6037.0,,1926.0,7697.0,560691.0,2017-01-27
3988,3.0,4.0,6037.0,,1965.0,13884.0,721505.0,2017-01-27
3989,5.0,4.0,6111.0,4.0,2003.0,31232.0,3546703.0,2017-01-27
3990,3.0,3.0,6037.0,,2004.0,6077.0,562500.0,2017-01-27
3991,2.0,3.0,6059.0,2.0,1952.0,10934.0,666000.0,2017-01-27
3992,3.0,5.0,6037.0,,1992.0,12639.0,372790.0,2017-01-27
3993,2.5,4.0,6111.0,2.0,1965.0,7652.0,465986.0,2017-01-27
3994,2.0,3.0,6059.0,2.0,1973.0,4370.0,336348.0,2017-01-27
3995,4.0,7.0,6059.0,2.0,1924.0,5990.0,355738.0,2017-01-27
3996,3.0,2.0,6037.0,,1977.0,52761.0,1040709.0,2017-01-27
3997,2.0,3.0,6059.0,2.0,1956.0,5785.0,327577.0,2017-01-27
3998,3.0,4.0,6037.0,,2006.0,11195.0,359000.0,2017-01-27
3999,2.0,4.0,6111.0,2.0,1964.0,6500.0,219867.0,2017-01-27
4000,2.0,3.0,6059.0,1.0,1942.0,8220.0,352155.0,2017-01-27
4001,2.0,4.0,6059.0,2.0,1963.0,6000.0,516731.0,2017-01-27
4002,1.0,3.0,6037.0,,1939.0,6552.0,48209.0,2017-01-27
4003,3.0,4.0,6059.0,2.0,1964.0,12288.0,1234182.0,2017-01-27
4004,2.0,2.0,6037.0,,1984.0,5434.0,127800.0,2017-01-27
4005,2.0,4.0,6037.0,,1971.0,6839.0,201000.0,2017-01-27
4006,3.0,4.0,6037.0,,1988.0,4491.0,199300.0,2017-01-27
4007,2.5,3.0,6059.0,1.0,1994.0,4264.0,540921.0,2017-01-27
4008,2.0,4.0,6037.0,,1955.0,8004.0,98482.0,2017-01-27
4009,3.0,4.0,6037.0,,1980.0,12790.0,161025.0,2017-01-27
4010,3.0,4.0,6111.0,2.0,1978.0,5872.0,566923.0,2017-01-27
4011,2.5,3.0,6059.0,2.0,1990.0,8509.0,521931.0,2017-01-27
4012,2.0,3.0,6059.0,2.0,1963.0,7800.0,278141.0,2017-01-27
4013,2.0,3.0,6059.0,2.0,1959.0,10000.0,195567.0,2017-01-27
4014,1.0,3.0,6037.0,,1952.0,6171.0,50480.0,2017-01-27
4015,2.0,3.0,6059.0,2.0,1957.0,9360.0,574720.0,2017-01-27
4016,1.0,2.0,6037.0,,1924.0,4601.0,38986.0,2017-01-27
4017,1.0,2.0,6037.0,,1950.0,7396.0,52559.0,2017-01-27
4018,3.0,5.0,6037.0,,1990.0,7008.0,218902.0,2017-01-27
4019,2.5,3.0,6111.0,2.0,1999.0,4252.0,431814.0,2017-01-27
4020,2.0,4.0,6059.0,1.0,1954.0,7201.0,300500.0,2017-01-27
4021,3.0,4.0,6037.0,,1990.0,7509.0,250788.0,2017-01-27
4022,3.0,4.0,6037.0,,1988.0,6615.0,165406.0,2017-01-27
4023,1.0,2.0,6037.0,,1953.0,6290.0,380000.0,2017-01-27
4024,3.5,4.0,6059.0,2.0,1990.0,6250.0,689675.0,2017-01-27
4025,1.0,2.0,6037.0,,1922.0,5099.0,30184.0,2017-01-27
4026,2.0,2.0,6037.0,,1952.0,7949.0,54212.0,2017-01-27
4027,1.0,3.0,6037.0,,1949.0,6024.0,580000.0,2017-01-27
4028,1.5,3.0,6059.0,2.0,1962.0,6000.0,141623.0,2017-01-27
4029,1.0,3.0,6037.0,,1953.0,6686.0,57648.0,2017-01-27
4030,2.0,3.0,6037.0,,1986.0,7050.0,175141.0,2017-01-27
4031,2.5,4.0,6059.0,2.0,1972.0,10366.0,102449.0,2017-01-27
4032,2.0,4.0,6059.0,1.0,1949.0,7380.0,387651.0,2017-01-27
4033,4.0,4.0,6037.0,,1960.0,6947.0,760876.0,2017-01-27
4034,2.0,3.0,6037.0,,1985.0,7363.0,117024.0,2017-01-27
4035,2.0,4.0,6037.0,,1980.0,7483.0,182100.0,2017-01-27
4036,3.0,4.0,6037.0,,1966.0,14297.0,184490.0,2017-01-27
4037,2.5,3.0,6059.0,4.0,1952.0,35865.0,632876.0,2017-01-27
4038,2.5,3.0,6059.0,2.0,1979.0,2560.0,161480.0,2017-01-27
4039,1.0,2.0,6037.0,,1941.0,5408.0,230156.0,2017-01-27
4040,2.0,3.0,6059.0,2.0,1961.0,7000.0,441633.0,2017-01-27
4041,2.0,3.0,6037.0,,1981.0,5046.0,247133.0,2017-01-27
4042,4.0,4.0,6037.0,,1940.0,36683.0,3261932.0,2017-01-27
4043,2.5,3.0,6059.0,2.0,1973.0,1659.0,485000.0,2017-01-27
4044,1.0,3.0,6037.0,,1955.0,6316.0,40763.0,2017-01-27
4045,2.0,3.0,6037.0,,1955.0,8198.0,38061.0,2017-01-27
4046,1.0,1.0,6037.0,,1922.0,2636.0,16097.0,2017-01-27
4047,2.0,2.0,6037.0,,1953.0,6696.0,145397.0,2017-01-27
4048,2.0,4.0,6037.0,,1963.0,7034.0,239315.0,2017-01-27
4049,2.0,3.0,6037.0,,2002.0,9294.0,239000.0,2017-01-27
4050,1.0,3.0,6037.0,,1954.0,6532.0,101729.0,2017-01-27
4051,3.0,3.0,6037.0,,2008.0,,473305.0,2017-01-27
4052,1.0,3.0,6037.0,,1944.0,5088.0,35676.0,2017-01-27
4053,2.0,3.0,6111.0,2.0,1978.0,7500.0,145356.0,2017-01-27
4054,2.0,3.0,6037.0,,1954.0,7205.0,52757.0,2017-01-27
4055,2.0,4.0,6059.0,1.0,1954.0,7370.0,121472.0,2017-01-27
4056,3.0,3.0,6037.0,,1926.0,15470.0,1539546.0,2017-01-27
4057,1.0,2.0,6059.0,1.0,1955.0,4050.0,477147.0,2017-01-27
4058,2.5,4.0,6059.0,2.0,1983.0,5332.0,1024030.0,2017-01-27
4059,4.0,4.0,6037.0,,2006.0,27365.0,375293.0,2017-01-27
4060,3.0,5.0,6037.0,,1966.0,8757.0,685000.0,2017-01-27
4061,2.0,4.0,6037.0,,1950.0,5614.0,483000.0,2017-01-27
4062,1.0,3.0,6037.0,,1941.0,6889.0,540462.0,2017-01-27
4063,2.0,3.0,6037.0,,1940.0,6199.0,397994.0,2017-01-27
4064,2.0,2.0,6059.0,2.0,1960.0,,564366.0,2017-01-27
4065,3.0,4.0,6037.0,,1955.0,8279.0,579000.0,2017-01-27
4066,2.0,3.0,6037.0,,1925.0,10476.0,105368.0,2017-01-27
4067,3.0,4.0,6111.0,2.0,1979.0,12173.0,603154.0,2017-01-27
4068,2.0,3.0,6037.0,,1950.0,6888.0,243055.0,2017-01-27
4069,3.0,3.0,6037.0,,1979.0,19034.0,732322.0,2017-01-27
4070,2.0,4.0,6037.0,,1955.0,7369.0,420005.0,2017-01-27
4071,2.0,3.0,6037.0,,1964.0,6703.0,316939.0,2017-01-27
4072,3.0,5.0,6059.0,2.0,1957.0,6466.0,393188.0,2017-01-27
4073,2.0,3.0,6059.0,2.0,1959.0,8855.0,63643.0,2017-01-27
4074,2.0,3.0,6037.0,,1955.0,8372.0,380623.0,2017-01-27
4075,1.0,3.0,6037.0,,1945.0,5377.0,84970.0,2017-01-27
4076,1.0,3.0,6037.0,,1964.0,5700.0,214095.0,2017-01-27
4077,1.0,3.0,6037.0,,1964.0,5700.0,214095.0,2017-09-14
4078,1.0,3.0,6037.0,,1947.0,6111.0,353677.0,2017-01-27
4079,3.0,2.0,6037.0,,2001.0,7051.0,275186.0,2017-01-27
4080,2.0,3.0,6037.0,,1947.0,5048.0,40341.0,2017-01-27
4081,2.0,3.0,6037.0,,1962.0,6999.0,514071.0,2017-01-27
4082,1.0,3.0,6111.0,1.0,1953.0,6032.0,159769.0,2017-01-27
4083,2.0,4.0,6037.0,,1969.0,12731.0,481239.0,2017-01-27
4084,1.0,3.0,6037.0,,1926.0,5043.0,150471.0,2017-01-27
4085,1.0,2.0,6037.0,,1947.0,4799.0,434923.0,2017-01-27
4086,1.0,3.0,6037.0,,1947.0,5283.0,59486.0,2017-01-27
4087,3.0,3.0,6037.0,,1987.0,118175.0,323032.0,2017-01-27
4088,2.0,4.0,6037.0,,1961.0,7458.0,69329.0,2017-01-27
4089,2.0,3.0,6037.0,,1989.0,5803.0,92216.0,2017-01-27
4090,2.0,3.0,6037.0,,1951.0,6109.0,408000.0,2017-01-27
4091,2.0,4.0,6037.0,,1997.0,6700.0,156923.0,2017-01-27
4092,3.0,4.0,6037.0,,1991.0,6535.0,116711.0,2017-01-27
4093,1.0,2.0,6037.0,,1923.0,5137.0,271869.0,2017-01-27
4094,3.0,4.0,6059.0,2.0,1972.0,12000.0,608266.0,2017-01-27
4095,3.0,3.0,6037.0,,1989.0,6232.0,403576.0,2017-01-27
4096,3.0,4.0,6037.0,,1989.0,8345.0,411828.0,2017-01-27
4097,2.0,3.0,6037.0,,1953.0,6016.0,420000.0,2017-01-27
4098,2.0,4.0,6037.0,,1958.0,6285.0,412141.0,2017-01-27
4099,2.5,3.0,6059.0,2.0,2006.0,5179.0,845000.0,2017-01-27
4100,3.0,3.0,6037.0,,1954.0,7946.0,275306.0,2017-01-27
4101,1.5,2.0,6059.0,2.0,1972.0,1120.0,291376.0,2017-01-27
4102,2.0,3.0,6037.0,,1984.0,4496.0,190866.0,2017-01-27
4103,1.0,2.0,6037.0,,1922.0,5395.0,309000.0,2017-01-27
4104,2.0,3.0,6037.0,,1941.0,6750.0,210483.0,2017-01-27
4105,1.5,3.0,6111.0,2.0,1965.0,11796.0,534296.0,2017-01-27
4106,2.0,3.0,6037.0,,1952.0,9323.0,273989.0,2017-01-27
4107,1.0,3.0,6037.0,,1930.0,263480.0,177732.0,2017-01-27
4108,1.0,2.0,6037.0,,1912.0,12493.0,244037.0,2017-01-27
4109,2.0,3.0,6037.0,,1926.0,4897.0,1118977.0,2017-01-27
4110,2.0,3.0,6059.0,2.0,1957.0,6100.0,697000.0,2017-01-27
4111,1.0,3.0,6037.0,,1950.0,5998.0,338779.0,2017-01-27
4112,2.0,3.0,6037.0,,1940.0,9628.0,85481.0,2017-01-27
4113,1.0,3.0,6037.0,,1950.0,5319.0,145598.0,2017-01-27
4114,3.0,3.0,6037.0,,1988.0,6164.0,418172.0,2017-01-27
4115,2.0,4.0,6037.0,,1931.0,10898.0,281393.0,2017-01-27
4116,1.0,2.0,6037.0,,1953.0,5625.0,57106.0,2017-01-27
4117,2.0,3.0,6059.0,2.0,1965.0,5000.0,114496.0,2017-01-27
4118,3.0,5.0,6059.0,2.0,1962.0,6500.0,231009.0,2017-01-27
4119,2.0,4.0,6037.0,,1965.0,8402.0,681000.0,2017-01-27
4120,2.0,4.0,6037.0,,1977.0,7724.0,486416.0,2017-01-27
